Activity,Indicator Group,Life Course,Indicator,Specific Measure,Data Breakdowns,Strata,CV,Data,CI_low_95,CI_Upper_95,CV_Interpretation,CV Range Lower,CV Range Upper,Feature Data,Population 1,Unit Label Long,Data Source 1,Notes,PT Table Label,Unit Label 2,Data Source 2,Specific Measure 2,Defintion,Data Source 3,Data Available,Population 2,Estimate Calculation,Additional Remarks,Include_DT,Other DT Display
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Inuit,100,,,,1,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Total population,0.9,8.4,8.3,8.6,3,16.6,33.3,1,"aged 5-17 years, by immigrant status, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Immigrant,2.8,8.9,8.4,9.5,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Non-immigrant,0.8,8.4,8.2,8.5,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Time since immigration — 5 years,Total population,0.9,8.4,8.3,8.6,3,16.6,33.3,1,"aged 5-17 years, by time since immigration (5 years), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Time since immigration — 5 years,Non-immigrant,0.8,8.4,8.2,8.5,3,16.6,33.3,,"aged 5-17 years, by time since immigration (5 years), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Time since immigration — 5 years,5 years or less,3.6,8.5,7.8,9.2,3,16.6,33.3,,"aged 5-17 years, by time since immigration (5 years), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Time since immigration — 5 years,Greater than 5 years,2,9.5,9,9.9,3,16.6,33.3,,"aged 5-17 years, by time since immigration (5 years), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Sex,Total population,4.2,4.2,3.8,4.5,3,16.6,33.3,1,"aged 12-17 years, by sex, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Sex,Females,5.9,4.1,3.6,4.6,3,16.6,33.3,,"aged 12-17 years, by sex, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Sex,Males,4.2,4.2,3.8,4.6,3,16.6,33.3,,"aged 12-17 years, by sex, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Age group,Total population,4.2,4.2,3.8,4.5,3,16.6,33.3,1,"aged 12-17 years, by age group, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Age group,12-14,6.4,3.8,3.3,4.4,3,16.6,33.3,,"aged 12-17 years, by age group, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Age group,15-17,4.9,4.5,4,5,3,16.6,33.3,,"aged 12-17 years, by age group, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Household income adequacy,Total population,4.2,4.2,3.8,4.5,3,16.6,33.3,1,"aged 12-17 years, by household income adequacy, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Household income adequacy,Low income,9.1,3.6,2.9,4.3,3,16.6,33.3,,"aged 12-17 years, by household income adequacy, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Household income adequacy,Middle income,7.4,4.6,3.9,5.4,3,16.6,33.3,,"aged 12-17 years, by household income adequacy, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Household income adequacy,High income,5.2,4.1,3.7,4.6,3,16.6,33.3,,"aged 12-17 years, by household income adequacy, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Highest level of education — household,Total population,4.2,4.2,3.8,4.5,3,16.6,33.3,1,"aged 12-17 years, by highest level of education (household), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Highest level of education — household,Less than high school,33.3,3.7,1,6.3,2,16.6,33.3,,"aged 12-17 years, by highest level of education (household), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Highest level of education — household,High school graduate,9.3,4.4,3.5,5.4,3,16.6,33.3,,"aged 12-17 years, by highest level of education (household), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Highest level of education — household,Post-secondary graduate,3.4,4.1,3.8,4.5,3,16.6,33.3,,"aged 12-17 years, by highest level of education (household), Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Recreational screen time amount,"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet",Indigenous (Aboriginal) status,Total population,4.2,4.2,3.8,4.5,3,16.6,33.3,1,"aged 12-17 years, by Indigenous (Aboriginal) status, Canada, 2014-2015",Hours,Canadian Health Measures Survey 2014-2015,,,hours,CHMS (2014-2015),"Average number of hours per day youth report watching television, DVDs, or videos or spending time on a computer, tablet, or other hand-held electronic device e.g. watching videos, playing computer/video games, emailing or surfing the Internet","This indicator uses self-reported data to estimate the amount of time youth spend per day doing the following screen-based, sedentary activities during their leisure time, not at work or at school: a) on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet, b) playing video games, and c) watching television/DVDs/videos.","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group, highest level of education (household), household income adequacy, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 12 to 17 years,"Numerator: Number of hours per week spent on a computer, tablet or other hand-held electronic device including watching videos, playing computer games, emailing or using the Internet; playing video games or; watching television/DVDs/videos. Hours per week were converted to hours per day by dividing by seven. Denominator: Total population, aged 12 to 17 years.",,Y,
