Activity,Indicator Group,Life Course,Indicator,Specific Measure 1,Data Breakdowns,Disaggregation,nObs,CV_1,StError,Data,CI_low_95,CI_Upper_95,CV_Interpretation,CV Range 1,CV Range 2,Display Data,Population 1,Unit Label 1,Data Source 1,Notes,PT Table Label,Unit Label 2,Data Source 2,Specific Measure 2,Defintion,Data Source 3,Data Available,Population 2,Estimate Calculation,Additional Remarks,Include_DT,Other DT Display,2019 Updates (Y)
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Age group — life-course,5-11,2682759.299,1.2,0.095992205,7.7,7.5,7.9,3,16.6,33.3,,"aged 5-17 years, by age group (life-course), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Age group — life-course,12-17,2366534.019,1.6,0.140535688,8.8,8.5,9.2,3,16.6,33.3,,"aged 5-17 years, by age group (life-course), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Total population,5049293.318,1.1,0.088862679,8.2,8,8.4,3,16.6,33.3,1,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Q1 (lowest income),795525.856,2,0.165740074,8.3,8,8.7,3,16.6,33.3,,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Q2,990968.6824,1.8,0.155631959,8.4,8.1,8.8,3,16.6,33.3,,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Q3,890295.1942,1.6,0.127418727,8.1,7.8,8.4,3,16.6,33.3,,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Q4,1077614.982,2.5,0.211855318,8.3,7.9,8.8,3,16.6,33.3,,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Household income,Q5 (highest income),1294888.603,1.1,0.084327159,8,7.8,8.2,3,16.6,33.3,,"aged 5-17 years, by household income, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Highest level of education — household,Total population,5049293.318,1.1,0.088862679,8.2,8,8.4,3,16.6,33.3,1,"aged 5-17 years, by highest level of education (household), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Highest level of education — household,Less than high school,73400.80173,5.1,0.418508731,8.2,7.3,9.2,3,16.6,33.3,,"aged 5-17 years, by highest level of education (household), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Highest level of education — household,High school graduate,565720.9645,2.6,0.223004615,8.6,8.1,9.1,3,16.6,33.3,,"aged 5-17 years, by highest level of education (household), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Highest level of education — household,Post-secondary graduate,4306755.245,1.1,0.091204498,8.2,8,8.4,3,16.6,33.3,,"aged 5-17 years, by highest level of education (household), Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Total population,5049293.318,1.1,0.088862679,8.2,8,8.4,3,16.6,33.3,1,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Non-Aboriginal,4854158.289,1.2,0.1008756,8.2,8,8.5,3,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,First Nations,82766.11075,4.6,0.373616959,8,7.2,8.9,3,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Metis,103570.0663,2.9,0.23855909,8.3,7.8,8.8,3,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Inuit,,100.0,,,,,1,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Indigenous (Aboriginal) status,Multiple Indigenous status,,100.0,,,,,1,16.6,33.3,,"aged 5-17 years, by Indigenous (Aboriginal) status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Total population,5049293.318,1.1,0.088862679,8.2,8,8.4,3,16.6,33.3,1,"aged 5-17 years, by immigrant status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Non-immigrant,4543635.113,1,0.080280362,8.2,8,8.4,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,5 years or less,268476.1644,5.5,0.466100132,8.5,7.5,9.6,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,6 to 10 years,126323.4552,2.1,0.179101699,8.5,8.1,8.9,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Immigrant status,Greater than 10 years,110858.5858,4.1,0.380190383,9.2,8.4,10,3,16.6,33.3,,"aged 5-17 years, by immigrant status, Canada, 2016-2017",Hours,Canadian Health Measures Survey 2016-2017,,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Trend — age-standardized rates,2009-2011,5043335,,0.00445463,8.5,8.3,8.6,3,16.6,33.3,,"aged 5-17 years, by year (ASR), Canada, 2009-2011 to 2016-2017",Hours,Canadian Health Measures Survey 2009-2011 to 2016-2017,Rates are age-standardized to the 2011 Canadian population.,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
Sedentary Behaviour,Individual,Children and Youth (5 to 17 years),Amount of sedentary time,"Average number of hours per day children and youth spend sedentary, excluding sleep time",Trend — age-standardized rates,2012-2013,5036282,,0.002590713,8.5,8.4,8.6,3,16.6,33.3,,"aged 5-17 years, by year (ASR), Canada, 2009-2011 to 2016-2017",Hours,Canadian Health Measures Survey 2009-2011 to 2016-2017,Rates are age-standardized to the 2011 Canadian population.,,hours,CHMS (2016-2017),"Average number of hours per day children and youth spend sedentary, excluding sleep time","This indicator uses accelerometer data to estimate the average daily hours of sedentary time being obtained by children and youth aged 5 to 17 years, using an intensity cut-point and is theoretically equivalent to < 2 METs (metabolic equivalents).","Canadian Health Measures Survey (CHMS), Statistics Canada","Sex, age group (5 year, life course), highest level of education (household), household income, Indigenous (Aboriginal) status, immigrant status, and trend (age-standardized)",Population aged 5 to 17 years,Respondents aged 5 to 17 years who returned accelerometers with at least four valid days of data (3 valid days among 5 year-olds) were included in the analysis of this indicator. The Statistics Canada derived variable AMMDXSA was used to calculate this indicator. AMMDXSA provides the average daily number of minutes of sedentary time on all valid days. It is converted to hours by dividing by 60.,,Y,,Y
